match_id,match_end_time,team,hero,role,kills,deaths,duration_sec,region,patch_version,commentary_text
3,2026-01-30T17:54:00,TSM,hero_12,carry,14,2,2192,CN,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_12 carry ended with 14 kills and 2 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 2192 seconds."
3,2026-01-30T17:54:00,TSM,hero_07,carry,13,20,1770,CN,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_07 carry ended with 13 kills and 20 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1770 seconds."
3,2026-01-30T17:54:00,TSM,hero_48,support,29,9,1984,CN,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_48 support ended with 29 kills and 9 deaths. The team coordinated objectives effectively and used the hero_48 ultimate ability to swing crucial team fights. Match duration was approximately 1984 seconds."
3,2026-01-30T17:54:00,TSM,hero_10,hard_support,34,16,3294,CN,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_10 hard_support ended with 34 kills and 16 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 3294 seconds."
3,2026-01-30T17:54:00,TSM,hero_25,hard_support,25,23,1798,CN,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_25 hard_support ended with 25 kills and 23 deaths. The team coordinated objectives effectively and used the hero_25 ultimate ability to swing crucial team fights. Match duration was approximately 1798 seconds."
4,2026-01-26T04:22:00,OG,hero_12,support,24,29,3067,CN,7.34,"In this match between OG and a rival on patch 7.34, the hero_12 support ended with 24 kills and 29 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 3067 seconds."
4,2026-01-26T04:22:00,OG,hero_17,hard_support,0,7,3099,CN,7.34,"In this match between OG and a rival on patch 7.34, the hero_17 hard_support ended with 0 kills and 7 deaths. The team coordinated objectives effectively and used the hero_17 ultimate ability to swing crucial team fights. Match duration was approximately 3099 seconds."
4,2026-01-26T04:22:00,OG,hero_27,offlane,7,18,2680,CN,7.34,"In this match between OG and a rival on patch 7.34, the hero_27 offlane ended with 7 kills and 18 deaths. The team coordinated objectives effectively and used the hero_27 ultimate ability to swing crucial team fights. Match duration was approximately 2680 seconds."
4,2026-01-26T04:22:00,OG,hero_08,carry,16,32,1631,CN,7.34,"In this match between OG and a rival on patch 7.34, the hero_08 carry ended with 16 kills and 32 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 1631 seconds."
4,2026-01-26T04:22:00,OG,hero_01,carry,19,32,3394,CN,7.34,"In this match between OG and a rival on patch 7.34, the hero_01 carry ended with 19 kills and 32 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3394 seconds."
5,2026-03-10T01:39:00,Gen.G,hero_05,offlane,15,3,1886,SEA,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_05 offlane ended with 15 kills and 3 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 1886 seconds."
5,2026-03-10T01:39:00,Gen.G,hero_03,carry,5,31,1183,SEA,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_03 carry ended with 5 kills and 31 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1183 seconds."
5,2026-03-10T01:39:00,Gen.G,hero_08,hard_support,8,8,2846,SEA,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_08 hard_support ended with 8 kills and 8 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 2846 seconds."
5,2026-03-10T01:39:00,Gen.G,hero_35,mid,16,33,3384,SEA,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_35 mid ended with 16 kills and 33 deaths. The team coordinated objectives effectively and used the hero_35 ultimate ability to swing crucial team fights. Match duration was approximately 3384 seconds."
5,2026-03-10T01:39:00,Gen.G,hero_01,mid,34,12,2176,SEA,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_01 mid ended with 34 kills and 12 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2176 seconds."
6,2026-04-29T07:21:00,G2,hero_02,carry,4,3,1837,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_02 carry ended with 4 kills and 3 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1837 seconds."
6,2026-04-29T07:21:00,G2,hero_07,carry,21,4,3005,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_07 carry ended with 21 kills and 4 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 3005 seconds."
6,2026-04-29T07:21:00,G2,hero_08,support,13,34,1441,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_08 support ended with 13 kills and 34 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 1441 seconds."
6,2026-04-29T07:21:00,G2,hero_04,hard_support,30,15,2837,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_04 hard_support ended with 30 kills and 15 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2837 seconds."
6,2026-04-29T07:21:00,G2,hero_01,mid,6,6,3599,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_01 mid ended with 6 kills and 6 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3599 seconds."
7,2026-03-19T02:38:00,C9,hero_11,carry,15,12,1679,CN,7.35b,"In this match between C9 and a rival on patch 7.35b, the hero_11 carry ended with 15 kills and 12 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 1679 seconds."
7,2026-03-19T02:38:00,C9,hero_15,mid,27,11,2040,CN,7.35b,"In this match between C9 and a rival on patch 7.35b, the hero_15 mid ended with 27 kills and 11 deaths. The team coordinated objectives effectively and used the hero_15 ultimate ability to swing crucial team fights. Match duration was approximately 2040 seconds."
7,2026-03-19T02:38:00,C9,hero_21,carry,28,35,1301,CN,7.35b,"In this match between C9 and a rival on patch 7.35b, the hero_21 carry ended with 28 kills and 35 deaths. The team coordinated objectives effectively and used the hero_21 ultimate ability to swing crucial team fights. Match duration was approximately 1301 seconds."
7,2026-03-19T02:38:00,C9,hero_10,hard_support,0,5,1868,CN,7.35b,"In this match between C9 and a rival on patch 7.35b, the hero_10 hard_support ended with 0 kills and 5 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 1868 seconds."
7,2026-03-19T02:38:00,C9,hero_01,support,30,13,2542,CN,7.35b,"In this match between C9 and a rival on patch 7.35b, the hero_01 support ended with 30 kills and 13 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2542 seconds."
8,2026-01-30T23:18:00,C9,hero_02,hard_support,31,9,1677,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_02 hard_support ended with 31 kills and 9 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1677 seconds."
8,2026-01-30T23:18:00,C9,hero_49,carry,34,3,2184,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_49 carry ended with 34 kills and 3 deaths. The team coordinated objectives effectively and used the hero_49 ultimate ability to swing crucial team fights. Match duration was approximately 2184 seconds."
8,2026-01-30T23:18:00,C9,hero_42,hard_support,30,32,3075,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_42 hard_support ended with 30 kills and 32 deaths. The team coordinated objectives effectively and used the hero_42 ultimate ability to swing crucial team fights. Match duration was approximately 3075 seconds."
8,2026-01-30T23:18:00,C9,hero_04,hard_support,5,11,1180,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_04 hard_support ended with 5 kills and 11 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 1180 seconds."
8,2026-01-30T23:18:00,C9,hero_19,mid,25,7,3233,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_19 mid ended with 25 kills and 7 deaths. The team coordinated objectives effectively and used the hero_19 ultimate ability to swing crucial team fights. Match duration was approximately 3233 seconds."
9,2026-04-19T05:29:00,T1,hero_06,offlane,15,16,2521,SEA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_06 offlane ended with 15 kills and 16 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2521 seconds."
9,2026-04-19T05:29:00,T1,hero_08,offlane,29,20,,SEA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_08 offlane ended with 29 kills and 20 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
9,2026-04-19T05:29:00,T1,hero_38,hard_support,6,4,3102,SEA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_38 hard_support ended with 6 kills and 4 deaths. The team coordinated objectives effectively and used the hero_38 ultimate ability to swing crucial team fights. Match duration was approximately 3102 seconds."
9,2026-04-19T05:29:00,T1,hero_04,offlane,8,22,1181,SEA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_04 offlane ended with 8 kills and 22 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 1181 seconds."
9,2026-04-19T05:29:00,T1,hero_01,offlane,18,10,2694,SEA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_01 offlane ended with 18 kills and 10 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2694 seconds."
10,2026-02-25T01:43:00,Liquid,hero_11,offlane,7,6,3166,SEA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_11 offlane ended with 7 kills and 6 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 3166 seconds."
10,2026-02-25T01:43:00,Liquid,hero_07,offlane,13,21,1733,SEA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_07 offlane ended with 13 kills and 21 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1733 seconds."
10,2026-02-25T01:43:00,Liquid,hero_37,offlane,32,31,1928,SEA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_37 offlane ended with 32 kills and 31 deaths. The team coordinated objectives effectively and used the hero_37 ultimate ability to swing crucial team fights. Match duration was approximately 1928 seconds."
10,2026-02-25T01:43:00,Liquid,hero_29,carry,5,27,2033,SEA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_29 carry ended with 5 kills and 27 deaths. The team coordinated objectives effectively and used the hero_29 ultimate ability to swing crucial team fights. Match duration was approximately 2033 seconds."
10,2026-02-25T01:43:00,Liquid,hero_01,offlane,8,16,1561,SEA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_01 offlane ended with 8 kills and 16 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1561 seconds."
11,2026-04-11T10:19:00,EG,hero_07,hard_support,35,9,2660,CN,7.35a,"In this match between EG and a rival on patch 7.35a, the hero_07 hard_support ended with 35 kills and 9 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 2660 seconds."
11,2026-04-11T10:19:00,EG,hero_33,offlane,23,2,2365,CN,7.35a,"In this match between EG and a rival on patch 7.35a, the hero_33 offlane ended with 23 kills and 2 deaths. The team coordinated objectives effectively and used the hero_33 ultimate ability to swing crucial team fights. Match duration was approximately 2365 seconds."
11,2026-04-11T10:19:00,EG,hero_24,mid,6,22,3193,CN,7.35a,"In this match between EG and a rival on patch 7.35a, the hero_24 mid ended with 6 kills and 22 deaths. The team coordinated objectives effectively and used the hero_24 ultimate ability to swing crucial team fights. Match duration was approximately 3193 seconds."
11,2026-04-11T10:19:00,EG,hero_30,support,9,15,1565,CN,7.35a,"In this match between EG and a rival on patch 7.35a, the hero_30 support ended with 9 kills and 15 deaths. The team coordinated objectives effectively and used the hero_30 ultimate ability to swing crucial team fights. Match duration was approximately 1565 seconds."
11,2026-04-11T10:19:00,EG,hero_01,mid,26,1,1634,CN,7.35a,"In this match between EG and a rival on patch 7.35a, the hero_01 mid ended with 26 kills and 1 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1634 seconds."
12,2026-03-02T11:20:00,C9,hero_05,offlane,19,14,1813,EU,7.34b,"In this match between C9 and a rival on patch 7.34b, the hero_05 offlane ended with 19 kills and 14 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 1813 seconds."
12,2026-03-02T11:20:00,C9,hero_03,mid,25,21,2041,EU,7.34b,"In this match between C9 and a rival on patch 7.34b, the hero_03 mid ended with 25 kills and 21 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 2041 seconds."
12,2026-03-02T11:20:00,C9,hero_13,offlane,22,32,2537,EU,7.34b,"In this match between C9 and a rival on patch 7.34b, the hero_13 offlane ended with 22 kills and 32 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately 2537 seconds."
12,2026-03-02T11:20:00,C9,hero_35,hard_support,21,1,1372,EU,7.34b,"In this match between C9 and a rival on patch 7.34b, the hero_35 hard_support ended with 21 kills and 1 deaths. The team coordinated objectives effectively and used the hero_35 ultimate ability to swing crucial team fights. Match duration was approximately 1372 seconds."
12,2026-03-02T11:20:00,C9,hero_01,offlane,11,16,1056,EU,7.34b,"In this match between C9 and a rival on patch 7.34b, the hero_01 offlane ended with 11 kills and 16 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1056 seconds."
13,2026-03-21T02:38:00,G2,hero_02,support,0,33,3105,NA,7.35,"In this match between G2 and a rival on patch 7.35, the hero_02 support ended with 0 kills and 33 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 3105 seconds."
13,2026-03-21T02:38:00,G2,hero_09,mid,23,27,1186,NA,7.35,"In this match between G2 and a rival on patch 7.35, the hero_09 mid ended with 23 kills and 27 deaths. The team coordinated objectives effectively and used the hero_09 ultimate ability to swing crucial team fights. Match duration was approximately 1186 seconds."
13,2026-03-21T02:38:00,G2,hero_03,offlane,20,7,2130,NA,7.35,"In this match between G2 and a rival on patch 7.35, the hero_03 offlane ended with 20 kills and 7 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 2130 seconds."
13,2026-03-21T02:38:00,G2,hero_08,support,20,25,2111,NA,7.35,"In this match between G2 and a rival on patch 7.35, the hero_08 support ended with 20 kills and 25 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 2111 seconds."
13,2026-03-21T02:38:00,G2,hero_06,mid,26,24,1612,NA,7.35,"In this match between G2 and a rival on patch 7.35, the hero_06 mid ended with 26 kills and 24 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 1612 seconds."
14,2026-02-24T18:52:00,C9,hero_02,mid,32,30,1595,SEA,7.34,"In this match between C9 and a rival on patch 7.34, the hero_02 mid ended with 32 kills and 30 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1595 seconds."
14,2026-02-24T18:52:00,C9,hero_09,offlane,32,21,1282,SEA,7.34,"In this match between C9 and a rival on patch 7.34, the hero_09 offlane ended with 32 kills and 21 deaths. The team coordinated objectives effectively and used the hero_09 ultimate ability to swing crucial team fights. Match duration was approximately 1282 seconds."
14,2026-02-24T18:52:00,C9,hero_04,mid,19,14,1715,SEA,7.34,"In this match between C9 and a rival on patch 7.34, the hero_04 mid ended with 19 kills and 14 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 1715 seconds."
14,2026-02-24T18:52:00,C9,hero_19,carry,15,30,3403,SEA,7.34,"In this match between C9 and a rival on patch 7.34, the hero_19 carry ended with 15 kills and 30 deaths. The team coordinated objectives effectively and used the hero_19 ultimate ability to swing crucial team fights. Match duration was approximately 3403 seconds."
14,2026-02-24T18:52:00,C9,hero_01,carry,29,26,3479,SEA,7.34,"In this match between C9 and a rival on patch 7.34, the hero_01 carry ended with 29 kills and 26 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3479 seconds."
15,2026-03-11T21:37:00,TSM,hero_12,support,14,11,3021,CN,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_12 support ended with 14 kills and 11 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 3021 seconds."
15,2026-03-11T21:37:00,TSM,hero_31,hard_support,15,7,2769,CN,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_31 hard_support ended with 15 kills and 7 deaths. The team coordinated objectives effectively and used the hero_31 ultimate ability to swing crucial team fights. Match duration was approximately 2769 seconds."
15,2026-03-11T21:37:00,TSM,hero_27,support,33,35,3338,CN,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_27 support ended with 33 kills and 35 deaths. The team coordinated objectives effectively and used the hero_27 ultimate ability to swing crucial team fights. Match duration was approximately 3338 seconds."
15,2026-03-11T21:37:00,TSM,hero_30,support,32,27,3144,CN,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_30 support ended with 32 kills and 27 deaths. The team coordinated objectives effectively and used the hero_30 ultimate ability to swing crucial team fights. Match duration was approximately 3144 seconds."
15,2026-03-11T21:37:00,TSM,hero_01,mid,30,28,1961,CN,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_01 mid ended with 30 kills and 28 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1961 seconds."
16,2026-04-27T01:59:00,FNC,hero_02,mid,4,26,2569,SEA,7.35,"In this match between FNC and a rival on patch 7.35, the hero_02 mid ended with 4 kills and 26 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2569 seconds."
16,2026-04-27T01:59:00,FNC,hero_09,support,26,3,1747,SEA,7.35,"In this match between FNC and a rival on patch 7.35, the hero_09 support ended with 26 kills and 3 deaths. The team coordinated objectives effectively and used the hero_09 ultimate ability to swing crucial team fights. Match duration was approximately 1747 seconds."
16,2026-04-27T01:59:00,FNC,hero_06,support,1,24,,SEA,7.35,"In this match between FNC and a rival on patch 7.35, the hero_06 support ended with 1 kills and 24 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
16,2026-04-27T01:59:00,FNC,hero_13,offlane,19,24,2616,SEA,7.35,"In this match between FNC and a rival on patch 7.35, the hero_13 offlane ended with 19 kills and 24 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately 2616 seconds."
16,2026-04-27T01:59:00,FNC,hero_01,hard_support,14,31,1798,SEA,7.35,"In this match between FNC and a rival on patch 7.35, the hero_01 hard_support ended with 14 kills and 31 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1798 seconds."
17,2026-03-30T09:48:00,T1,hero_11,hard_support,34,1,2513,CN,7.34b,"In this match between T1 and a rival on patch 7.34b, the hero_11 hard_support ended with 34 kills and 1 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 2513 seconds."
17,2026-03-30T09:48:00,T1,hero_20,carry,5,27,1455,CN,7.34b,"In this match between T1 and a rival on patch 7.34b, the hero_20 carry ended with 5 kills and 27 deaths. The team coordinated objectives effectively and used the hero_20 ultimate ability to swing crucial team fights. Match duration was approximately 1455 seconds."
17,2026-03-30T09:48:00,T1,hero_15,mid,3,16,2452,CN,7.34b,"In this match between T1 and a rival on patch 7.34b, the hero_15 mid ended with 3 kills and 16 deaths. The team coordinated objectives effectively and used the hero_15 ultimate ability to swing crucial team fights. Match duration was approximately 2452 seconds."
17,2026-03-30T09:48:00,T1,hero_35,support,20,21,2452,CN,7.34b,"In this match between T1 and a rival on patch 7.34b, the hero_35 support ended with 20 kills and 21 deaths. The team coordinated objectives effectively and used the hero_35 ultimate ability to swing crucial team fights. Match duration was approximately 2452 seconds."
17,2026-03-30T09:48:00,T1,hero_25,support,16,5,,CN,7.34b,"In this match between T1 and a rival on patch 7.34b, the hero_25 support ended with 16 kills and 5 deaths. The team coordinated objectives effectively and used the hero_25 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
18,2026-04-09T04:45:00,T1,hero_40,mid,1,9,1877,NA,7.34a,"In this match between T1 and a rival on patch 7.34a, the hero_40 mid ended with 1 kills and 9 deaths. The team coordinated objectives effectively and used the hero_40 ultimate ability to swing crucial team fights. Match duration was approximately 1877 seconds."
18,2026-04-09T04:45:00,T1,hero_11,carry,13,29,1949,NA,7.34a,"In this match between T1 and a rival on patch 7.34a, the hero_11 carry ended with 13 kills and 29 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 1949 seconds."
18,2026-04-09T04:45:00,T1,hero_19,mid,7,10,2174,NA,7.34a,"In this match between T1 and a rival on patch 7.34a, the hero_19 mid ended with 7 kills and 10 deaths. The team coordinated objectives effectively and used the hero_19 ultimate ability to swing crucial team fights. Match duration was approximately 2174 seconds."
18,2026-04-09T04:45:00,T1,hero_17,carry,19,24,2524,NA,7.34a,"In this match between T1 and a rival on patch 7.34a, the hero_17 carry ended with 19 kills and 24 deaths. The team coordinated objectives effectively and used the hero_17 ultimate ability to swing crucial team fights. Match duration was approximately 2524 seconds."
18,2026-04-09T04:45:00,T1,hero_10,mid,4,15,1317,NA,7.34a,"In this match between T1 and a rival on patch 7.34a, the hero_10 mid ended with 4 kills and 15 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 1317 seconds."
19,2026-02-24T21:38:00,Secret,hero_11,carry,32,21,951,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_11 carry ended with 32 kills and 21 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 951 seconds."
19,2026-02-24T21:38:00,Secret,hero_07,support,6,27,2383,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_07 support ended with 6 kills and 27 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 2383 seconds."
19,2026-02-24T21:38:00,Secret,hero_20,support,9,27,1621,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_20 support ended with 9 kills and 27 deaths. The team coordinated objectives effectively and used the hero_20 ultimate ability to swing crucial team fights. Match duration was approximately 1621 seconds."
19,2026-02-24T21:38:00,Secret,hero_06,offlane,34,30,2804,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_06 offlane ended with 34 kills and 30 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2804 seconds."
19,2026-02-24T21:38:00,Secret,hero_01,hard_support,17,20,1905,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_01 hard_support ended with 17 kills and 20 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1905 seconds."
20,2026-01-16T18:38:00,FNC,hero_11,offlane,11,31,1768,CN,7.34a,"In this match between FNC and a rival on patch 7.34a, the hero_11 offlane ended with 11 kills and 31 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 1768 seconds."
20,2026-01-16T18:38:00,FNC,hero_07,offlane,21,17,3341,CN,7.34a,"In this match between FNC and a rival on patch 7.34a, the hero_07 offlane ended with 21 kills and 17 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 3341 seconds."
20,2026-01-16T18:38:00,FNC,hero_05,offlane,35,0,3016,CN,7.34a,"In this match between FNC and a rival on patch 7.34a, the hero_05 offlane ended with 35 kills and 0 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 3016 seconds."
20,2026-01-16T18:38:00,FNC,hero_03,carry,15,26,2901,CN,7.34a,"In this match between FNC and a rival on patch 7.34a, the hero_03 carry ended with 15 kills and 26 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 2901 seconds."
