match_id,match_end_time,team,hero,role,kills,deaths,duration_sec,region,patch_version,commentary_text
4003,2026-04-04T11:46:00,FNC,hero_22,support,30,6,2465,KR,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_22 support ended with 30 kills and 6 deaths. The team coordinated objectives effectively and used the hero_22 ultimate ability to swing crucial team fights. Match duration was approximately 2465 seconds."
4003,2026-04-04T11:46:00,FNC,hero_46,carry,1,26,2179,KR,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_46 carry ended with 1 kills and 26 deaths. The team coordinated objectives effectively and used the hero_46 ultimate ability to swing crucial team fights. Match duration was approximately 2179 seconds."
4003,2026-04-04T11:46:00,FNC,hero_38,mid,1,5,1414,KR,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_38 mid ended with 1 kills and 5 deaths. The team coordinated objectives effectively and used the hero_38 ultimate ability to swing crucial team fights. Match duration was approximately 1414 seconds."
4003,2026-04-04T11:46:00,FNC,hero_13,carry,23,22,1018,KR,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_13 carry ended with 23 kills and 22 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately 1018 seconds."
4003,2026-04-04T11:46:00,FNC,hero_01,carry,24,20,2622,KR,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_01 carry ended with 24 kills and 20 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2622 seconds."
4004,2026-01-31T11:24:00,TSM,hero_02,hard_support,33,32,1805,KR,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_02 hard_support ended with 33 kills and 32 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1805 seconds."
4004,2026-01-31T11:24:00,TSM,hero_17,hard_support,12,11,2000,KR,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_17 hard_support ended with 12 kills and 11 deaths. The team coordinated objectives effectively and used the hero_17 ultimate ability to swing crucial team fights. Match duration was approximately 2000 seconds."
4004,2026-01-31T11:24:00,TSM,hero_03,support,35,17,947,KR,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_03 support ended with 35 kills and 17 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 947 seconds."
4004,2026-01-31T11:24:00,TSM,hero_06,offlane,26,18,2138,KR,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_06 offlane ended with 26 kills and 18 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2138 seconds."
4004,2026-01-31T11:24:00,TSM,hero_30,offlane,29,13,3472,KR,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_30 offlane ended with 29 kills and 13 deaths. The team coordinated objectives effectively and used the hero_30 ultimate ability to swing crucial team fights. Match duration was approximately 3472 seconds."
4005,2026-03-12T21:52:00,C9,hero_06,mid,13,0,2209,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_06 mid ended with 13 kills and 0 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2209 seconds."
4005,2026-03-12T21:52:00,C9,hero_02,support,13,25,1086,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_02 support ended with 13 kills and 25 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1086 seconds."
4005,2026-03-12T21:52:00,C9,hero_07,hard_support,32,26,2198,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_07 hard_support ended with 32 kills and 26 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 2198 seconds."
4005,2026-03-12T21:52:00,C9,hero_04,mid,31,24,2866,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_04 mid ended with 31 kills and 24 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2866 seconds."
4005,2026-03-12T21:52:00,C9,hero_01,carry,32,7,2219,KR,7.35,"In this match between C9 and a rival on patch 7.35, the hero_01 carry ended with 32 kills and 7 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2219 seconds."
4006,2026-01-14T02:43:00,T2,hero_02,support,19,21,1123,NA,7.34,"In this match between T2 and a rival on patch 7.34, the hero_02 support ended with 19 kills and 21 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1123 seconds."
4006,2026-01-14T02:43:00,T2,hero_05,offlane,8,24,2212,NA,7.34,"In this match between T2 and a rival on patch 7.34, the hero_05 offlane ended with 8 kills and 24 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 2212 seconds."
4006,2026-01-14T02:43:00,T2,hero_10,carry,11,1,1755,NA,7.34,"In this match between T2 and a rival on patch 7.34, the hero_10 carry ended with 11 kills and 1 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 1755 seconds."
4006,2026-01-14T02:43:00,T2,hero_35,mid,25,34,2350,NA,7.34,"In this match between T2 and a rival on patch 7.34, the hero_35 mid ended with 25 kills and 34 deaths. The team coordinated objectives effectively and used the hero_35 ultimate ability to swing crucial team fights. Match duration was approximately 2350 seconds."
4006,2026-01-14T02:43:00,T2,hero_01,support,23,35,2017,NA,7.34,"In this match between T2 and a rival on patch 7.34, the hero_01 support ended with 23 kills and 35 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2017 seconds."
4007,2026-01-08T07:36:00,FNC,hero_02,hard_support,28,30,1995,NA,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_02 hard_support ended with 28 kills and 30 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1995 seconds."
4007,2026-01-08T07:36:00,FNC,hero_18,offlane,31,1,3156,NA,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_18 offlane ended with 31 kills and 1 deaths. The team coordinated objectives effectively and used the hero_18 ultimate ability to swing crucial team fights. Match duration was approximately 3156 seconds."
4007,2026-01-08T07:36:00,FNC,hero_34,mid,2,7,3084,NA,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_34 mid ended with 2 kills and 7 deaths. The team coordinated objectives effectively and used the hero_34 ultimate ability to swing crucial team fights. Match duration was approximately 3084 seconds."
4007,2026-01-08T07:36:00,FNC,hero_01,offlane,20,34,2578,NA,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_01 offlane ended with 20 kills and 34 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2578 seconds."
4007,2026-01-08T07:36:00,FNC,hero_25,hard_support,23,32,1934,NA,7.34b,"In this match between FNC and a rival on patch 7.34b, the hero_25 hard_support ended with 23 kills and 32 deaths. The team coordinated objectives effectively and used the hero_25 ultimate ability to swing crucial team fights. Match duration was approximately 1934 seconds."
4008,2026-02-01T02:25:00,DRX,hero_07,hard_support,26,7,1143,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_07 hard_support ended with 26 kills and 7 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1143 seconds."
4008,2026-02-01T02:25:00,DRX,hero_29,offlane,19,1,2478,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_29 offlane ended with 19 kills and 1 deaths. The team coordinated objectives effectively and used the hero_29 ultimate ability to swing crucial team fights. Match duration was approximately 2478 seconds."
4008,2026-02-01T02:25:00,DRX,hero_15,carry,13,15,1720,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_15 carry ended with 13 kills and 15 deaths. The team coordinated objectives effectively and used the hero_15 ultimate ability to swing crucial team fights. Match duration was approximately 1720 seconds."
4008,2026-02-01T02:25:00,DRX,hero_16,carry,18,21,1717,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_16 carry ended with 18 kills and 21 deaths. The team coordinated objectives effectively and used the hero_16 ultimate ability to swing crucial team fights. Match duration was approximately 1717 seconds."
4008,2026-02-01T02:25:00,DRX,hero_45,carry,15,30,1226,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_45 carry ended with 15 kills and 30 deaths. The team coordinated objectives effectively and used the hero_45 ultimate ability to swing crucial team fights. Match duration was approximately 1226 seconds."
4009,2026-02-22T11:51:00,Gen.G,hero_02,offlane,1,25,,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_02 offlane ended with 1 kills and 25 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
4009,2026-02-22T11:51:00,Gen.G,hero_07,carry,31,21,1465,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_07 carry ended with 31 kills and 21 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1465 seconds."
4009,2026-02-22T11:51:00,Gen.G,hero_05,offlane,10,30,2880,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_05 offlane ended with 10 kills and 30 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 2880 seconds."
4009,2026-02-22T11:51:00,Gen.G,hero_03,mid,13,30,3219,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_03 mid ended with 13 kills and 30 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 3219 seconds."
4009,2026-02-22T11:51:00,Gen.G,hero_01,mid,8,20,1233,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_01 mid ended with 8 kills and 20 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1233 seconds."
4010,2026-04-08T01:48:00,G2,hero_31,hard_support,9,29,1627,NA,7.34b,"In this match between G2 and a rival on patch 7.34b, the hero_31 hard_support ended with 9 kills and 29 deaths. The team coordinated objectives effectively and used the hero_31 ultimate ability to swing crucial team fights. Match duration was approximately 1627 seconds."
4010,2026-04-08T01:48:00,G2,hero_20,carry,31,8,1750,NA,7.34b,"In this match between G2 and a rival on patch 7.34b, the hero_20 carry ended with 31 kills and 8 deaths. The team coordinated objectives effectively and used the hero_20 ultimate ability to swing crucial team fights. Match duration was approximately 1750 seconds."
4010,2026-04-08T01:48:00,G2,hero_06,hard_support,20,18,3299,NA,7.34b,"In this match between G2 and a rival on patch 7.34b, the hero_06 hard_support ended with 20 kills and 18 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 3299 seconds."
4010,2026-04-08T01:48:00,G2,hero_13,hard_support,0,15,,NA,7.34b,"In this match between G2 and a rival on patch 7.34b, the hero_13 hard_support ended with 0 kills and 15 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
4010,2026-04-08T01:48:00,G2,hero_01,mid,11,3,3473,NA,7.34b,"In this match between G2 and a rival on patch 7.34b, the hero_01 mid ended with 11 kills and 3 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3473 seconds."
4011,2026-04-13T16:25:00,TSM,hero_42,hard_support,12,0,3231,SEA,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_42 hard_support ended with 12 kills and 0 deaths. The team coordinated objectives effectively and used the hero_42 ultimate ability to swing crucial team fights. Match duration was approximately 3231 seconds."
4011,2026-04-13T16:25:00,TSM,hero_05,offlane,18,15,1899,SEA,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_05 offlane ended with 18 kills and 15 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 1899 seconds."
4011,2026-04-13T16:25:00,TSM,hero_08,mid,15,18,2238,SEA,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_08 mid ended with 15 kills and 18 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 2238 seconds."
4011,2026-04-13T16:25:00,TSM,hero_48,carry,7,30,1030,SEA,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_48 carry ended with 7 kills and 30 deaths. The team coordinated objectives effectively and used the hero_48 ultimate ability to swing crucial team fights. Match duration was approximately 1030 seconds."
4011,2026-04-13T16:25:00,TSM,hero_01,carry,13,9,3019,SEA,7.34b,"In this match between TSM and a rival on patch 7.34b, the hero_01 carry ended with 13 kills and 9 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3019 seconds."
4012,2026-03-23T13:31:00,T2,hero_24,carry,26,5,1667,SEA,7.35,"In this match between T2 and a rival on patch 7.35, the hero_24 carry ended with 26 kills and 5 deaths. The team coordinated objectives effectively and used the hero_24 ultimate ability to swing crucial team fights. Match duration was approximately 1667 seconds."
4012,2026-03-23T13:31:00,T2,hero_27,support,35,30,1880,SEA,7.35,"In this match between T2 and a rival on patch 7.35, the hero_27 support ended with 35 kills and 30 deaths. The team coordinated objectives effectively and used the hero_27 ultimate ability to swing crucial team fights. Match duration was approximately 1880 seconds."
4012,2026-03-23T13:31:00,T2,hero_16,support,29,27,3244,SEA,7.35,"In this match between T2 and a rival on patch 7.35, the hero_16 support ended with 29 kills and 27 deaths. The team coordinated objectives effectively and used the hero_16 ultimate ability to swing crucial team fights. Match duration was approximately 3244 seconds."
4012,2026-03-23T13:31:00,T2,hero_06,mid,12,28,3437,SEA,7.35,"In this match between T2 and a rival on patch 7.35, the hero_06 mid ended with 12 kills and 28 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 3437 seconds."
4012,2026-03-23T13:31:00,T2,hero_01,mid,18,2,2458,SEA,7.35,"In this match between T2 and a rival on patch 7.35, the hero_01 mid ended with 18 kills and 2 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2458 seconds."
4013,2026-04-11T06:14:00,T2,hero_02,offlane,10,2,3179,CN,7.34b,"In this match between T2 and a rival on patch 7.34b, the hero_02 offlane ended with 10 kills and 2 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 3179 seconds."
4013,2026-04-11T06:14:00,T2,hero_07,offlane,12,6,1103,CN,7.34b,"In this match between T2 and a rival on patch 7.34b, the hero_07 offlane ended with 12 kills and 6 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1103 seconds."
4013,2026-04-11T06:14:00,T2,hero_03,hard_support,4,8,1305,CN,7.34b,"In this match between T2 and a rival on patch 7.34b, the hero_03 hard_support ended with 4 kills and 8 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1305 seconds."
4013,2026-04-11T06:14:00,T2,hero_18,mid,30,23,976,CN,7.34b,"In this match between T2 and a rival on patch 7.34b, the hero_18 mid ended with 30 kills and 23 deaths. The team coordinated objectives effectively and used the hero_18 ultimate ability to swing crucial team fights. Match duration was approximately 976 seconds."
4013,2026-04-11T06:14:00,T2,hero_01,support,31,10,3449,CN,7.34b,"In this match between T2 and a rival on patch 7.34b, the hero_01 support ended with 31 kills and 10 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3449 seconds."
4014,2026-01-04T02:30:00,Liquid,hero_09,support,22,19,2526,NA,7.35a,"In this match between Liquid and a rival on patch 7.35a, the hero_09 support ended with 22 kills and 19 deaths. The team coordinated objectives effectively and used the hero_09 ultimate ability to swing crucial team fights. Match duration was approximately 2526 seconds."
4014,2026-01-04T02:30:00,Liquid,hero_44,support,11,18,1997,NA,7.35a,"In this match between Liquid and a rival on patch 7.35a, the hero_44 support ended with 11 kills and 18 deaths. The team coordinated objectives effectively and used the hero_44 ultimate ability to swing crucial team fights. Match duration was approximately 1997 seconds."
4014,2026-01-04T02:30:00,Liquid,hero_03,mid,20,1,2119,NA,7.35a,"In this match between Liquid and a rival on patch 7.35a, the hero_03 mid ended with 20 kills and 1 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 2119 seconds."
4014,2026-01-04T02:30:00,Liquid,hero_04,carry,17,19,2158,NA,7.35a,"In this match between Liquid and a rival on patch 7.35a, the hero_04 carry ended with 17 kills and 19 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2158 seconds."
4014,2026-01-04T02:30:00,Liquid,hero_01,carry,9,13,1800,NA,7.35a,"In this match between Liquid and a rival on patch 7.35a, the hero_01 carry ended with 9 kills and 13 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1800 seconds."
4015,2026-03-11T01:49:00,Liquid,hero_03,support,28,25,1232,NA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_03 support ended with 28 kills and 25 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1232 seconds."
4015,2026-03-11T01:49:00,Liquid,hero_21,offlane,28,4,2451,NA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_21 offlane ended with 28 kills and 4 deaths. The team coordinated objectives effectively and used the hero_21 ultimate ability to swing crucial team fights. Match duration was approximately 2451 seconds."
4015,2026-03-11T01:49:00,Liquid,hero_04,carry,26,12,1163,NA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_04 carry ended with 26 kills and 12 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 1163 seconds."
4015,2026-03-11T01:49:00,Liquid,hero_10,carry,20,20,2370,NA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_10 carry ended with 20 kills and 20 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 2370 seconds."
4015,2026-03-11T01:49:00,Liquid,hero_01,mid,3,19,2470,NA,7.34,"In this match between Liquid and a rival on patch 7.34, the hero_01 mid ended with 3 kills and 19 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2470 seconds."
4016,2026-01-12T06:51:00,T1,hero_02,carry,30,33,2556,NA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_02 carry ended with 30 kills and 33 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2556 seconds."
4016,2026-01-12T06:51:00,T1,hero_11,carry,13,19,2120,NA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_11 carry ended with 13 kills and 19 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 2120 seconds."
4016,2026-01-12T06:51:00,T1,hero_23,support,23,22,1235,NA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_23 support ended with 23 kills and 22 deaths. The team coordinated objectives effectively and used the hero_23 ultimate ability to swing crucial team fights. Match duration was approximately 1235 seconds."
4016,2026-01-12T06:51:00,T1,hero_13,support,20,21,2536,NA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_13 support ended with 20 kills and 21 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately 2536 seconds."
4016,2026-01-12T06:51:00,T1,hero_01,carry,22,22,2724,NA,7.34,"In this match between T1 and a rival on patch 7.34, the hero_01 carry ended with 22 kills and 22 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2724 seconds."
4017,2026-03-17T18:42:00,Gen.G,hero_02,hard_support,4,17,1583,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_02 hard_support ended with 4 kills and 17 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1583 seconds."
4017,2026-03-17T18:42:00,Gen.G,hero_07,offlane,27,20,1408,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_07 offlane ended with 27 kills and 20 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 1408 seconds."
4017,2026-03-17T18:42:00,Gen.G,hero_15,hard_support,2,31,2797,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_15 hard_support ended with 2 kills and 31 deaths. The team coordinated objectives effectively and used the hero_15 ultimate ability to swing crucial team fights. Match duration was approximately 2797 seconds."
4017,2026-03-17T18:42:00,Gen.G,hero_03,offlane,3,19,2297,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_03 offlane ended with 3 kills and 19 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 2297 seconds."
4017,2026-03-17T18:42:00,Gen.G,hero_08,hard_support,30,15,2363,CN,7.35a,"In this match between Gen.G and a rival on patch 7.35a, the hero_08 hard_support ended with 30 kills and 15 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 2363 seconds."
4018,2026-01-13T07:56:00,T2,hero_12,support,17,4,1961,NA,7.35b,"In this match between T2 and a rival on patch 7.35b, the hero_12 support ended with 17 kills and 4 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 1961 seconds."
4018,2026-01-13T07:56:00,T2,hero_37,support,11,4,1244,NA,7.35b,"In this match between T2 and a rival on patch 7.35b, the hero_37 support ended with 11 kills and 4 deaths. The team coordinated objectives effectively and used the hero_37 ultimate ability to swing crucial team fights. Match duration was approximately 1244 seconds."
4018,2026-01-13T07:56:00,T2,hero_44,support,23,3,3395,NA,7.35b,"In this match between T2 and a rival on patch 7.35b, the hero_44 support ended with 23 kills and 3 deaths. The team coordinated objectives effectively and used the hero_44 ultimate ability to swing crucial team fights. Match duration was approximately 3395 seconds."
4018,2026-01-13T07:56:00,T2,hero_14,support,18,24,945,NA,7.35b,"In this match between T2 and a rival on patch 7.35b, the hero_14 support ended with 18 kills and 24 deaths. The team coordinated objectives effectively and used the hero_14 ultimate ability to swing crucial team fights. Match duration was approximately 945 seconds."
4018,2026-01-13T07:56:00,T2,hero_01,carry,5,31,1557,NA,7.35b,"In this match between T2 and a rival on patch 7.35b, the hero_01 carry ended with 5 kills and 31 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1557 seconds."
4019,2026-03-23T11:31:00,TSM,hero_28,offlane,28,16,956,KR,7.35b,"In this match between TSM and a rival on patch 7.35b, the hero_28 offlane ended with 28 kills and 16 deaths. The team coordinated objectives effectively and used the hero_28 ultimate ability to swing crucial team fights. Match duration was approximately 956 seconds."
4019,2026-03-23T11:31:00,TSM,hero_23,carry,35,6,1735,KR,7.35b,"In this match between TSM and a rival on patch 7.35b, the hero_23 carry ended with 35 kills and 6 deaths. The team coordinated objectives effectively and used the hero_23 ultimate ability to swing crucial team fights. Match duration was approximately 1735 seconds."
4019,2026-03-23T11:31:00,TSM,hero_08,hard_support,15,29,1727,KR,7.35b,"In this match between TSM and a rival on patch 7.35b, the hero_08 hard_support ended with 15 kills and 29 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 1727 seconds."
4019,2026-03-23T11:31:00,TSM,hero_16,mid,11,28,3052,KR,7.35b,"In this match between TSM and a rival on patch 7.35b, the hero_16 mid ended with 11 kills and 28 deaths. The team coordinated objectives effectively and used the hero_16 ultimate ability to swing crucial team fights. Match duration was approximately 3052 seconds."
4019,2026-03-23T11:31:00,TSM,hero_01,offlane,8,6,3464,KR,7.35b,"In this match between TSM and a rival on patch 7.35b, the hero_01 offlane ended with 8 kills and 6 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3464 seconds."
4020,2026-01-05T20:27:00,T1,hero_02,carry,29,16,2781,SEA,7.35,"In this match between T1 and a rival on patch 7.35, the hero_02 carry ended with 29 kills and 16 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2781 seconds."
4020,2026-01-05T20:27:00,T1,hero_09,mid,14,28,2883,SEA,7.35,"In this match between T1 and a rival on patch 7.35, the hero_09 mid ended with 14 kills and 28 deaths. The team coordinated objectives effectively and used the hero_09 ultimate ability to swing crucial team fights. Match duration was approximately 2883 seconds."
4020,2026-01-05T20:27:00,T1,hero_05,support,26,27,2855,SEA,7.35,"In this match between T1 and a rival on patch 7.35, the hero_05 support ended with 26 kills and 27 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 2855 seconds."
