2009,2026-01-15T17:25:00,DRX,hero_02,support,4,34,2831,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_02 support ended with 4 kills and 34 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2831 seconds."
2009,2026-01-15T17:25:00,DRX,hero_12,support,33,10,3241,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_12 support ended with 33 kills and 10 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 3241 seconds."
2009,2026-01-15T17:25:00,DRX,hero_44,carry,3,28,2833,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_44 carry ended with 3 kills and 28 deaths. The team coordinated objectives effectively and used the hero_44 ultimate ability to swing crucial team fights. Match duration was approximately 2833 seconds."
2009,2026-01-15T17:25:00,DRX,hero_05,offlane,35,19,1099,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_05 offlane ended with 35 kills and 19 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 1099 seconds."
2009,2026-01-15T17:25:00,DRX,hero_34,carry,0,26,1665,KR,7.34,"In this match between DRX and a rival on patch 7.34, the hero_34 carry ended with 0 kills and 26 deaths. The team coordinated objectives effectively and used the hero_34 ultimate ability to swing crucial team fights. Match duration was approximately 1665 seconds."
2010,2026-01-05T17:22:00,Liquid,hero_11,support,33,1,1647,NA,7.35,"In this match between Liquid and a rival on patch 7.35, the hero_11 support ended with 33 kills and 1 deaths. The team coordinated objectives effectively and used the hero_11 ultimate ability to swing crucial team fights. Match duration was approximately 1647 seconds."
2010,2026-01-05T17:22:00,Liquid,hero_28,offlane,10,32,3033,NA,7.35,"In this match between Liquid and a rival on patch 7.35, the hero_28 offlane ended with 10 kills and 32 deaths. The team coordinated objectives effectively and used the hero_28 ultimate ability to swing crucial team fights. Match duration was approximately 3033 seconds."
2010,2026-01-05T17:22:00,Liquid,hero_30,hard_support,29,12,2784,NA,7.35,"In this match between Liquid and a rival on patch 7.35, the hero_30 hard_support ended with 29 kills and 12 deaths. The team coordinated objectives effectively and used the hero_30 ultimate ability to swing crucial team fights. Match duration was approximately 2784 seconds."
2010,2026-01-05T17:22:00,Liquid,hero_13,offlane,1,28,,NA,7.35,"In this match between Liquid and a rival on patch 7.35, the hero_13 offlane ended with 1 kills and 28 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately unknown seconds."
2010,2026-01-05T17:22:00,Liquid,hero_01,carry,1,11,1998,NA,7.35,"In this match between Liquid and a rival on patch 7.35, the hero_01 carry ended with 1 kills and 11 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1998 seconds."
2011,2026-03-16T16:40:00,Secret,hero_02,hard_support,0,21,1818,KR,7.35,"In this match between Secret and a rival on patch 7.35, the hero_02 hard_support ended with 0 kills and 21 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1818 seconds."
2011,2026-03-16T16:40:00,Secret,hero_07,mid,3,7,3320,KR,7.35,"In this match between Secret and a rival on patch 7.35, the hero_07 mid ended with 3 kills and 7 deaths. The team coordinated objectives effectively and used the hero_07 ultimate ability to swing crucial team fights. Match duration was approximately 3320 seconds."
2011,2026-03-16T16:40:00,Secret,hero_39,carry,33,27,2055,KR,7.35,"In this match between Secret and a rival on patch 7.35, the hero_39 carry ended with 33 kills and 27 deaths. The team coordinated objectives effectively and used the hero_39 ultimate ability to swing crucial team fights. Match duration was approximately 2055 seconds."
2011,2026-03-16T16:40:00,Secret,hero_04,offlane,33,23,2200,KR,7.35,"In this match between Secret and a rival on patch 7.35, the hero_04 offlane ended with 33 kills and 23 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2200 seconds."
2011,2026-03-16T16:40:00,Secret,hero_01,mid,5,15,2742,KR,7.35,"In this match between Secret and a rival on patch 7.35, the hero_01 mid ended with 5 kills and 15 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2742 seconds."
2012,2026-02-23T11:25:00,EG,hero_14,carry,0,30,1951,NA,7.35,"In this match between EG and a rival on patch 7.35, the hero_14 carry ended with 0 kills and 30 deaths. The team coordinated objectives effectively and used the hero_14 ultimate ability to swing crucial team fights. Match duration was approximately 1951 seconds."
2012,2026-02-23T11:25:00,EG,hero_23,mid,32,9,2686,NA,7.35,"In this match between EG and a rival on patch 7.35, the hero_23 mid ended with 32 kills and 9 deaths. The team coordinated objectives effectively and used the hero_23 ultimate ability to swing crucial team fights. Match duration was approximately 2686 seconds."
2012,2026-02-23T11:25:00,EG,hero_03,carry,5,9,1041,NA,7.35,"In this match between EG and a rival on patch 7.35, the hero_03 carry ended with 5 kills and 9 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1041 seconds."
2012,2026-02-23T11:25:00,EG,hero_43,carry,20,9,2556,NA,7.35,"In this match between EG and a rival on patch 7.35, the hero_43 carry ended with 20 kills and 9 deaths. The team coordinated objectives effectively and used the hero_43 ultimate ability to swing crucial team fights. Match duration was approximately 2556 seconds."
2012,2026-02-23T11:25:00,EG,hero_01,mid,3,30,3600,NA,7.35,"In this match between EG and a rival on patch 7.35, the hero_01 mid ended with 3 kills and 30 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3600 seconds."
2013,2026-03-19T11:12:00,Secret,hero_22,hard_support,27,28,1476,CN,7.35a,"In this match between Secret and a rival on patch 7.35a, the hero_22 hard_support ended with 27 kills and 28 deaths. The team coordinated objectives effectively and used the hero_22 ultimate ability to swing crucial team fights. Match duration was approximately 1476 seconds."
2013,2026-03-19T11:12:00,Secret,hero_02,carry,27,29,1902,CN,7.35a,"In this match between Secret and a rival on patch 7.35a, the hero_02 carry ended with 27 kills and 29 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 1902 seconds."
2013,2026-03-19T11:12:00,Secret,hero_15,hard_support,28,16,3314,CN,7.35a,"In this match between Secret and a rival on patch 7.35a, the hero_15 hard_support ended with 28 kills and 16 deaths. The team coordinated objectives effectively and used the hero_15 ultimate ability to swing crucial team fights. Match duration was approximately 3314 seconds."
2013,2026-03-19T11:12:00,Secret,hero_03,mid,7,22,1343,CN,7.35a,"In this match between Secret and a rival on patch 7.35a, the hero_03 mid ended with 7 kills and 22 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1343 seconds."
2013,2026-03-19T11:12:00,Secret,hero_04,hard_support,5,31,2999,CN,7.35a,"In this match between Secret and a rival on patch 7.35a, the hero_04 hard_support ended with 5 kills and 31 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2999 seconds."
2014,2026-02-11T12:37:00,G2,hero_12,carry,30,26,2376,CN,7.34,"In this match between G2 and a rival on patch 7.34, the hero_12 carry ended with 30 kills and 26 deaths. The team coordinated objectives effectively and used the hero_12 ultimate ability to swing crucial team fights. Match duration was approximately 2376 seconds."
2014,2026-02-11T12:37:00,G2,hero_33,hard_support,5,33,2989,CN,7.34,"In this match between G2 and a rival on patch 7.34, the hero_33 hard_support ended with 5 kills and 33 deaths. The team coordinated objectives effectively and used the hero_33 ultimate ability to swing crucial team fights. Match duration was approximately 2989 seconds."
2014,2026-02-11T12:37:00,G2,hero_04,mid,29,24,988,CN,7.34,"In this match between G2 and a rival on patch 7.34, the hero_04 mid ended with 29 kills and 24 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 988 seconds."
2014,2026-02-11T12:37:00,G2,hero_13,support,4,8,2355,CN,7.34,"In this match between G2 and a rival on patch 7.34, the hero_13 support ended with 4 kills and 8 deaths. The team coordinated objectives effectively and used the hero_13 ultimate ability to swing crucial team fights. Match duration was approximately 2355 seconds."
2014,2026-02-11T12:37:00,G2,hero_01,carry,28,22,3115,CN,7.34,"In this match between G2 and a rival on patch 7.34, the hero_01 carry ended with 28 kills and 22 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3115 seconds."
2015,2026-02-05T15:07:00,Liquid,hero_02,carry,35,12,2004,KR,7.35b,"In this match between Liquid and a rival on patch 7.35b, the hero_02 carry ended with 35 kills and 12 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2004 seconds."
2015,2026-02-05T15:07:00,Liquid,hero_31,offlane,19,13,2024,KR,7.35b,"In this match between Liquid and a rival on patch 7.35b, the hero_31 offlane ended with 19 kills and 13 deaths. The team coordinated objectives effectively and used the hero_31 ultimate ability to swing crucial team fights. Match duration was approximately 2024 seconds."
2015,2026-02-05T15:07:00,Liquid,hero_24,hard_support,33,21,2181,KR,7.35b,"In this match between Liquid and a rival on patch 7.35b, the hero_24 hard_support ended with 33 kills and 21 deaths. The team coordinated objectives effectively and used the hero_24 ultimate ability to swing crucial team fights. Match duration was approximately 2181 seconds."
2015,2026-02-05T15:07:00,Liquid,hero_05,carry,3,32,2770,KR,7.35b,"In this match between Liquid and a rival on patch 7.35b, the hero_05 carry ended with 3 kills and 32 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 2770 seconds."
2015,2026-02-05T15:07:00,Liquid,hero_06,support,20,27,2447,KR,7.35b,"In this match between Liquid and a rival on patch 7.35b, the hero_06 support ended with 20 kills and 27 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2447 seconds."
2016,2026-02-14T23:09:00,G2,hero_06,mid,35,25,2247,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_06 mid ended with 35 kills and 25 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2247 seconds."
2016,2026-02-14T23:09:00,G2,hero_42,mid,28,0,1332,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_42 mid ended with 28 kills and 0 deaths. The team coordinated objectives effectively and used the hero_42 ultimate ability to swing crucial team fights. Match duration was approximately 1332 seconds."
2016,2026-02-14T23:09:00,G2,hero_16,support,11,33,3395,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_16 support ended with 11 kills and 33 deaths. The team coordinated objectives effectively and used the hero_16 ultimate ability to swing crucial team fights. Match duration was approximately 3395 seconds."
2016,2026-02-14T23:09:00,G2,hero_04,mid,8,16,3243,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_04 mid ended with 8 kills and 16 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 3243 seconds."
2016,2026-02-14T23:09:00,G2,hero_01,support,5,14,2170,CN,7.35a,"In this match between G2 and a rival on patch 7.35a, the hero_01 support ended with 5 kills and 14 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2170 seconds."
2017,2026-04-01T00:13:00,TSM,hero_06,mid,5,7,2186,CN,7.34,"In this match between TSM and a rival on patch 7.34, the hero_06 mid ended with 5 kills and 7 deaths. The team coordinated objectives effectively and used the hero_06 ultimate ability to swing crucial team fights. Match duration was approximately 2186 seconds."
2017,2026-04-01T00:13:00,TSM,hero_02,carry,34,8,2499,CN,7.34,"In this match between TSM and a rival on patch 7.34, the hero_02 carry ended with 34 kills and 8 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 2499 seconds."
2017,2026-04-01T00:13:00,TSM,hero_14,mid,29,7,938,CN,7.34,"In this match between TSM and a rival on patch 7.34, the hero_14 mid ended with 29 kills and 7 deaths. The team coordinated objectives effectively and used the hero_14 ultimate ability to swing crucial team fights. Match duration was approximately 938 seconds."
2017,2026-04-01T00:13:00,TSM,hero_04,offlane,26,27,2686,CN,7.34,"In this match between TSM and a rival on patch 7.34, the hero_04 offlane ended with 26 kills and 27 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2686 seconds."
2017,2026-04-01T00:13:00,TSM,hero_01,support,23,34,1924,CN,7.34,"In this match between TSM and a rival on patch 7.34, the hero_01 support ended with 23 kills and 34 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 1924 seconds."
2018,2026-02-03T10:14:00,Secret,hero_03,support,4,10,1222,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_03 support ended with 4 kills and 10 deaths. The team coordinated objectives effectively and used the hero_03 ultimate ability to swing crucial team fights. Match duration was approximately 1222 seconds."
2018,2026-02-03T10:14:00,Secret,hero_08,offlane,35,28,2671,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_08 offlane ended with 35 kills and 28 deaths. The team coordinated objectives effectively and used the hero_08 ultimate ability to swing crucial team fights. Match duration was approximately 2671 seconds."
2018,2026-02-03T10:14:00,Secret,hero_04,offlane,4,20,2340,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_04 offlane ended with 4 kills and 20 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2340 seconds."
2018,2026-02-03T10:14:00,Secret,hero_10,mid,7,15,1167,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_10 mid ended with 7 kills and 15 deaths. The team coordinated objectives effectively and used the hero_10 ultimate ability to swing crucial team fights. Match duration was approximately 1167 seconds."
2018,2026-02-03T10:14:00,Secret,hero_01,hard_support,5,15,3286,SEA,7.34,"In this match between Secret and a rival on patch 7.34, the hero_01 hard_support ended with 5 kills and 15 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 3286 seconds."
2019,2026-04-06T15:49:00,DRX,hero_20,mid,11,1,2928,SEA,7.35b,"In this match between DRX and a rival on patch 7.35b, the hero_20 mid ended with 11 kills and 1 deaths. The team coordinated objectives effectively and used the hero_20 ultimate ability to swing crucial team fights. Match duration was approximately 2928 seconds."
2019,2026-04-06T15:49:00,DRX,hero_05,carry,4,13,2398,SEA,7.35b,"In this match between DRX and a rival on patch 7.35b, the hero_05 carry ended with 4 kills and 13 deaths. The team coordinated objectives effectively and used the hero_05 ultimate ability to swing crucial team fights. Match duration was approximately 2398 seconds."
2019,2026-04-06T15:49:00,DRX,hero_04,mid,12,26,2590,SEA,7.35b,"In this match between DRX and a rival on patch 7.35b, the hero_04 mid ended with 12 kills and 26 deaths. The team coordinated objectives effectively and used the hero_04 ultimate ability to swing crucial team fights. Match duration was approximately 2590 seconds."
2019,2026-04-06T15:49:00,DRX,hero_30,hard_support,18,18,3377,SEA,7.35b,"In this match between DRX and a rival on patch 7.35b, the hero_30 hard_support ended with 18 kills and 18 deaths. The team coordinated objectives effectively and used the hero_30 ultimate ability to swing crucial team fights. Match duration was approximately 3377 seconds."
2019,2026-04-06T15:49:00,DRX,hero_01,hard_support,13,27,2848,SEA,7.35b,"In this match between DRX and a rival on patch 7.35b, the hero_01 hard_support ended with 13 kills and 27 deaths. The team coordinated objectives effectively and used the hero_01 ultimate ability to swing crucial team fights. Match duration was approximately 2848 seconds."
2020,2026-02-23T22:52:00,TSM,hero_02,offlane,17,27,3112,EU,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_02 offlane ended with 17 kills and 27 deaths. The team coordinated objectives effectively and used the hero_02 ultimate ability to swing crucial team fights. Match duration was approximately 3112 seconds."
2020,2026-02-23T22:52:00,TSM,hero_33,mid,29,25,1073,EU,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_33 mid ended with 29 kills and 25 deaths. The team coordinated objectives effectively and used the hero_33 ultimate ability to swing crucial team fights. Match duration was approximately 1073 seconds."
2020,2026-02-23T22:52:00,TSM,hero_37,mid,34,5,2858,EU,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_37 mid ended with 34 kills and 5 deaths. The team coordinated objectives effectively and used the hero_37 ultimate ability to swing crucial team fights. Match duration was approximately 2858 seconds."
2020,2026-02-23T22:52:00,TSM,hero_42,support,5,24,3299,EU,7.34a,"In this match between TSM and a rival on patch 7.34a, the hero_42 support ended with 5 kills and 24 deaths. The team coordinated objectives effectively and used the hero_42 ultimate ability to swing crucial team fights. Match duration was approximately 3299 seconds."
